ab_group_id,ab_question_id,result,user_id,matching,debt,payments,avg_cost,useful,failed,arpu,user_group,sms_count,sms_fail,orders_agree,orders_part,orders_talk,kpd,avg_read_viber,balance_start,block_premium,orders_via_app,orders_via_viber,orders_other_channels,price_per_hour,id_how_did_know,has_password_hash,has_email,has_user_phone2,has_user_description,has_conditions,has_description,has_education,has_experience,has_buy_premium,has_has_brigade,has_experience_years,has_premium_description,has_foto,has_viber,has_app_token_new,has_notification_sound,has_viber_registration,has_app_registration,has_device_info,has_terms_of_pay,has_android_id
1,4,True,74174,0,0,0,0,0,2,0,1,6,0,0,0,0,0,,2147483647,0,0,0,2,,1,True,True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
1,4,False,74313,,,,,,,,,,,,,,,,,,0,0,,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,4,True,62458,0,0,29360,716,41,8,599,3,123,239,0,0,0,0,,2147483647,0,22,0,27,350,2,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True
2,7,True,24228,0,0,14720,508,29,15,335,3,70,205,0,0,0,0,37,2147483647,0,16,8,20,350,,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True
2,8,True,48419,0,0,2400,480,5,0,480,1,13,138,0,0,0,0,67,2147483647,0,2,0,3,500,3,True,True,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,False
2,8,True,60139,2,0,15800,608,26,24,316,3,115,140,0,0,0,0,,2147483647,0,20,0,32,1500,2,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True
1,1,True,26467,0,0,48800,1251,39,39,626,3,153,309,0,0,0,0,9,2147483647,0,0,39,39,1000,,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False
1,1,True,44618,0,0,19700,505,39,5,448,3,91,217,0,0,0,0,98,2147483647,0,32,6,6,1000,,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1,1,True,30693,0,0,1500,500,3,9,125,3,67,22,0,0,0,0,44,2147483647,0,4,3,5,,,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False
1,2,True,72880,,,,,,,,,,,,,,,,,,0,0,,,1,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,1,True,28690,0,0,81700,538,152,85,345,3,597,137,0,0,0,0,22,2147483647,0,33,55,149,800,,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True
2,2,True,25646,0,0,50620,562,90,67,322,3,546,93,0,0,0,0,119,2147483647,0,63,38,56,500,,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
2,3,True,36714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,2147483647,0,0,0,0,,,True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,True,True,False,True,False
3,1,False,32588,0,0,0,0,0,3,0,1,11,0,0,0,0,0,177,2147483647,0,0,0,3,,,True,False,False,True,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True,True,False
2,1,True,55775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,500,2,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,1,True,42502,0,0,800,800,1,3,200,1,24,33,0,0,0,0,83,2147483647,0,0,0,4,,1,True,False,False,True,True,False,False,False,True,True,True,False,True,True,False,False,True,True,False,True,False
1,1,True,45466,0,0,1400,350,4,13,82,1,24,62,0,0,0,0,49,2147483647,0,0,3,14,500,,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False
3,1,False,5222,0,0,20610,625,33,63,215,3,21,215,182,243,34,37,107,0,0,0,1,95,,,False,True,True,True,True,False,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False
1,2,True,42662,0,1320,12500,962,15,17,451,3,221,65,0,0,0,0,80,2147483647,0,9,4,19,1500,,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1,2,True,51516,0,0,5800,527,11,8,305,3,30,193,0,0,0,0,,2147483647,0,10,0,9,1000,1,True,True,False,False,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False
1,2,True,13987,0,0,112040,534,210,60,415,3,482,232,0,0,0,0,110,0,0,68,139,63,,,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True
1,2,True,38025,0,0,2500,500,5,25,83,3,90,28,0,0,0,0,6,2147483647,0,0,5,25,,2,True,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,False
1,3,True,7617,0,0,8430,937,9,4,649,3,3,649,2,7,2,289,1742,0,0,0,0,13,,,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False
1,3,False,72896,0,700,2100,700,3,5,263,3,89,27,0,0,0,0,,2147483647,0,3,0,6,1000,2,True,True,True,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
1,3,True,11778,0,0,121320,557,218,131,348,3,444,274,0,0,0,0,12,0,0,0,80,269,500,,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False
2,3,False,32014,0,0,44400,555,80,35,386,3,197,225,0,0,0,0,218,2147483647,0,39,48,28,,,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False
1,3,False,77729,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False
1,3,True,2902,0,0,137525,385,357,298,210,3,590,210,274,437,105,31,28,0,0,100,153,402,100,,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False
3,3,True,2723,0,0,68960,423,163,73,292,3,15,292,267,426,121,80,6,0,0,0,6,230,1000,,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
3,1,True,26775,0,0,1200,400,3,1,300,1,18,67,0,0,0,0,47,2147483647,0,1,2,1,1000,,True,True,False,True,False,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True
1,3,True,27370,0,0,4000,500,8,4,333,3,56,71,0,0,0,0,3,2147483647,0,0,8,4,1500,,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False
3,1,True,14637,0,0,13100,504,26,15,320,3,39,320,0,0,0,0,77,0,0,6,14,21,,,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False
2,1,False,54511,,,,,,,,,,,,,,,,,,0,0,,,8,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,1,True,24695,0,0,400,400,1,10,36,1,35,11,0,0,0,0,9,2147483647,0,0,1,10,,,True,False,True,True,False,False,False,False,True,True,True,False,False,True,False,False,True,True,False,True,False
2,1,True,74,1,0,624155,480,1331,635,325,3,1209,325,1269,1560,545,89,36,0,0,274,16,1677,1000,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
2,1,True,3536,0,0,20735,329,63,55,176,3,65,176,242,709,32,8,39,0,0,0,6,112,,,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True
2,2,True,45159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,2147483647,0,0,0,0,1500,,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False
2,2,True,61086,0,0,600,600,1,1,300,1,5,120,0,0,0,0,56,2147483647,0,0,1,1,1500,1,True,True,True,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False
2,2,True,21072,0,0,1400,467,3,3,234,1,8,176,0,0,0,0,3,2147483647,0,3,0,3,,,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True
2,4,True,71212,,,,,,,,,,,,,,,,,,0,0,,,8,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
2,4,True,23666,0,0,4000,400,10,5,267,3,13,267,0,0,0,0,32,2147483647,0,0,7,8,,,True,False,False,True,True,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False
2,3,True,62558,0,0,32400,589,55,17,450,3,259,125,0,0,0,0,,2147483647,0,34,0,38,,,True,False,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
2,3,True,52677,0,0,1100,367,3,0,367,1,11,100,0,0,0,0,11,2147483647,0,1,0,2,1000,2,True,False,True,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False,False
2,3,True,24750,0,0,0,0,0,2,0,1,4,0,0,0,0,0,25,2147483647,0,0,0,2,,,True,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,True,True,False,True,False
2,4,True,59837,,,,,,,,,,,,,,,,,,0,0,,,1,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,4,True,22617,0,0,33000,600,55,19,446,3,252,130,0,0,0,0,31,2147483647,0,0,53,21,,,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False
2,4,True,22618,0,0,0,0,0,3,0,1,3,0,0,0,0,0,20,2147483647,0,0,0,3,,,True,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,True,True,False,True,False
2,8,True,55774,,,,,,,,,,,,,,,,,,0,0,,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,8,True,57591,,,,,,,,,,,,,,,,,,0,0,,,3,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,8,True,58874,0,0,0,0,0,1,0,1,5,0,0,0,0,0,,2147483647,0,0,0,1,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,5,True,34207,0,0,3100,443,7,5,258,3,21,147,0,0,0,0,164,2147483647,0,3,4,5,,2,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True
1,5,False,13514,0,0,4970,414,12,49,81,1,71,70,0,0,0,0,36,0,0,0,3,58,400,,True,True,False,True,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,True,False
1,5,True,38461,0,0,3100,388,8,29,84,1,113,28,0,0,0,0,122,2147483647,0,0,10,27,,,True,False,True,True,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True,True,False
3,5,False,43130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,2147483647,0,0,0,0,,8,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False
2,5,False,10328,0,0,20800,424,49,78,164,3,263,79,0,0,0,0,36,0,0,37,41,49,300,,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
2,5,True,64464,0,0,2000,500,4,6,200,3,59,38,0,0,0,0,,2147483647,0,7,0,3,700,2,True,True,False,False,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,True
3,5,False,74447,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False
3,5,False,76733,0,0,39140,612,64,18,478,3,322,122,0,0,0,0,,2147483647,0,68,0,14,500,1,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True
3,5,False,50752,,,,,,,,,,,,,,,,,,0,0,,,3,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False
3,6,False,46335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False
3,6,False,53167,,,,,,,,,,,,,,,,,,0,0,,,1,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,5,True,68039,,,,,,,,,,,,,,,,,,0,0,,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,5,True,70738,0,700,23700,641,38,42,304,3,162,150,0,0,0,0,40,2147483647,0,51,0,29,1000,1,True,True,True,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
2,5,False,63379,0,0,0,0,0,1,0,1,1,0,0,0,0,0,51,2147483647,0,0,0,1,350,2,True,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True
1,5,True,76329,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,8,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,5,True,77214,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,2147483647,0,1,0,0,,3,True,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
1,6,True,77087,0,0,5800,644,9,6,386,3,42,161,0,0,0,0,,2147483647,0,10,0,5,500,1,True,True,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
3,6,False,60379,,,,,,,,,,,,,,,,,,0,0,,,1,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
3,6,True,27468,0,0,3200,533,6,3,355,3,14,228,0,0,0,0,137,2147483647,0,1,3,5,1000,,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False
3,6,False,57920,,,,,,,,,,,,,,,,,,0,0,,,,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
1,7,False,65589,0,0,700,700,1,1,350,1,6,117,0,0,0,0,,2147483647,0,1,0,1,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
1,6,False,16348,0,0,3700,463,8,25,112,3,44,84,0,0,0,0,38,2147483647,0,0,3,30,,,True,False,True,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False,True,False
3,7,False,18963,0,0,3500,500,7,16,152,3,74,47,0,0,0,0,58,2147483647,0,3,5,15,100,,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,7,True,42626,0,0,0,0,0,2,0,1,4,0,0,0,0,0,18,2147483647,0,0,0,2,,8,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False
3,7,False,43630,0,0,1000,500,2,3,200,1,21,48,0,0,0,0,4,2147483647,0,1,2,2,500,2,True,True,True,True,False,True,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False
3,7,False,56972,,,,,,,,,,,,,,,,,,0,0,,,2,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,7,False,57326,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104,2147483647,0,0,0,0,,1,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,True,True,False,False,False
1,7,False,62575,0,0,44980,584,77,27,432,3,281,160,0,0,0,0,,2147483647,0,87,0,17,,2,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
1,7,True,68674,0,0,20400,638,32,9,498,3,91,225,0,0,0,0,,2147483647,0,39,0,2,,,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
3,7,False,70873,0,0,6960,633,11,14,279,3,84,83,0,0,0,0,,2147483647,0,18,0,7,,,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
1,7,True,71380,0,0,1700,567,3,3,284,1,14,36,0,0,0,0,,2147483647,0,3,0,3,,8,True,True,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True
1,6,True,74959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,6,True,77108,0,0,0,0,0,2,0,1,4,0,0,0,0,0,,2147483647,0,0,0,2,1000,2,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
1,6,True,74153,0,0,0,0,0,4,0,1,8,0,0,0,0,0,23,2147483647,0,0,0,4,,2,True,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False
3,8,False,71706,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,4,True,5582,0,0,27490,474,58,25,331,3,61,331,28,137,12,22,114,0,0,19,2,62,,,False,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False
1,4,True,8056,0,0,78755,477,165,167,237,3,610,129,66,91,23,65,54,0,0,98,6,228,500,,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
2,5,False,41075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,2147483647,0,0,0,0,,3,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False
2,6,False,43421,0,0,1000,500,2,5,143,1,21,48,0,0,0,0,10,2147483647,0,0,1,6,300,2,True,False,False,True,False,True,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False
2,6,False,53711,,,,,,,,,,,,,,,,,,0,0,,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,8,True,56100,,,,,,,,,,,,,,,,,,0,0,,,8,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,6,True,56826,,,,,,,,,,,,,,,,,,0,0,,500,2,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,8,False,11252,0,0,27640,453,61,49,251,3,154,174,0,0,0,0,155,0,0,0,49,61,,,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False
1,4,True,18772,0,0,47080,872,54,57,424,3,278,169,0,0,0,0,71,2147483647,0,39,46,26,2000,,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
1,4,False,56216,0,700,25500,622,41,26,381,3,233,111,0,0,0,0,,2147483647,0,39,0,29,,2,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
1,4,True,76787,0,0,0,0,0,0,0,1,15,0,0,0,0,0,,2147483647,0,0,0,0,,4,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
2,6,True,11532,0,3840,162563,723,225,68,555,3,664,249,0,0,0,0,34,0,0,100,12,185,500,,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True
2,6,False,59453,,,,,,,,,,,,,,,,,,0,0,,,3,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,7,True,61536,0,0,0,0,0,5,0,1,11,0,0,0,0,0,1,2147483647,0,1,0,4,100,2,True,False,False,False,True,True,False,False,True,True,True,False,False,True,False,True,True,True,True,False,True
2,7,True,67743,0,0,0,0,0,5,0,1,11,0,0,0,0,0,,2147483647,0,2,0,3,,2,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,7,True,67419,0,0,0,0,0,1,0,1,2,0,0,0,0,0,,2147483647,0,0,0,1,,8,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
2,7,True,68085,0,1000,3100,517,6,5,282,3,79,47,0,0,0,0,,2147483647,0,10,0,3,1000,1,True,True,True,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
2,7,False,71278,0,0,700,700,1,4,140,1,16,73,0,0,0,0,148,2147483647,0,2,0,3,500,2,True,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True
2,8,True,74336,0,0,1000,500,2,10,83,1,16,75,0,0,0,0,11,2147483647,0,0,3,9,250,2,True,False,False,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,False
3,8,False,74683,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,8,True,76840,0,0,0,0,0,0,0,1,4,0,0,0,0,0,,2147483647,0,0,0,0,500,3,True,True,False,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,True,False,True
2,8,True,75943,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,8,True,70341,0,0,0,0,0,2,0,1,6,0,0,0,0,0,,2147483647,0,2,0,0,,,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,8,False,71812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False
3,8,True,70744,,,,,,,,,,,,,,,,,,0,0,,1000,2,True,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,,False,40843,0,0,0,0,0,1,0,1,1,0,0,0,0,0,134,2147483647,0,0,0,1,350,,True,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,True,False
2,1,False,58971,,,,,,,,,,,,,,,,,,0,0,,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,1,False,69811,0,0,0,0,0,0,0,1,1,0,0,0,0,0,57,2147483647,0,0,0,0,,,True,False,False,True,False,False,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True
3,1,False,19238,0,720,7200,232,31,63,77,1,178,41,0,0,0,0,78,2147483647,0,0,30,66,,,True,False,False,True,True,False,False,False,True,True,True,False,False,True,False,False,True,True,False,True,False
1,1,True,69789,,,,,,,,,,,,,,,,,,0,0,,,,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True
1,1,True,74733,0,0,0,0,0,0,0,1,4,0,0,0,0,0,,2147483647,0,0,0,0,500,5,True,True,True,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,True,False,True
2,1,False,74704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,8,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,1,True,76366,0,0,300,300,1,3,75,1,14,43,0,0,0,0,,2147483647,0,2,0,2,,2,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,1,True,26539,1,0,58840,433,136,111,238,3,445,133,0,0,0,0,10,2147483647,0,48,97,103,500,,True,False,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True
3,1,False,36388,0,0,750,750,1,3,188,1,11,68,0,0,0,0,170,2147483647,0,0,1,3,100,1,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True
1,1,True,74983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
1,2,False,37054,0,0,0,0,0,2,0,1,4,0,0,0,0,0,39,2147483647,0,0,1,1,,,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False
1,2,True,71262,0,700,0,0,1,2,0,1,4,0,0,0,0,0,,2147483647,0,1,0,2,,3,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,4,True,75986,0,0,0,0,0,3,0,1,3,0,0,0,0,0,,2147483647,0,2,0,1,,2,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,2,True,77518,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,3,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,2,False,37615,0,0,0,0,0,2,0,1,2,0,0,0,0,0,39,2147483647,0,0,0,2,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False
2,2,True,45351,0,0,0,0,0,3,0,1,3,0,0,0,0,0,16,2147483647,0,0,0,3,,2,True,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,True,True,False,True,False
2,2,True,56913,0,0,16800,646,26,13,431,3,160,105,0,0,0,0,,2147483647,0,6,0,33,1000,2,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
3,2,True,60354,0,0,14200,1014,14,18,444,3,164,87,0,0,0,0,,2147483647,0,26,0,6,500,1,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
2,2,False,60858,,,,,,,,,,,,,,,,,,0,0,,,,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,2,True,40843,0,0,0,0,0,1,0,1,1,0,0,0,0,0,134,2147483647,0,0,0,1,350,,True,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,True,False
3,1,False,40070,0,0,500,500,1,4,100,1,15,33,0,0,0,0,18,2147483647,0,0,1,4,250,1,True,True,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True
1,3,True,57077,,,,,,,,,,,,,,,,,,0,0,,,,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,2,True,73980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False
3,1,True,75523,0,0,0,0,0,1,0,1,1,0,0,0,0,0,26,2147483647,0,0,0,1,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False
3,1,False,77478,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False
3,2,False,25792,0,0,2000,400,5,1,333,1,12,167,0,0,0,0,6,2147483647,0,0,5,1,,,True,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False,True,False
1,3,True,28070,0,0,1500,500,3,9,125,3,25,60,0,0,0,0,76,2147483647,0,0,5,7,1000,,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False
1,2,True,48183,0,0,0,0,0,1,0,1,6,0,0,0,0,0,,2147483647,0,0,0,1,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,False
1,2,True,49858,0,0,1400,350,4,4,175,1,19,74,0,0,0,0,,2147483647,0,4,0,4,600,1,True,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True
1,2,True,49952,,,,,,,,,,,,,,,,,,0,0,,500,6,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False
1,3,True,55774,,,,,,,,,,,,,,,,,,0,0,,,2,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,3,False,57134,,,,,,,,,,,,,,,,,,0,0,,657,8,True,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
1,3,False,57663,,,,,,,,,,,,,,,,,,0,0,,1500,2,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False
1,3,True,58960,,,,,,,,,,,,,,,,,,0,0,,,3,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,3,True,59229,0,0,0,0,0,0,0,1,1,0,0,0,0,0,71,2147483647,0,0,0,0,,,True,True,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False
2,3,False,59326,,,,,,,,,,,,,,,,,,0,0,,,6,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
